"","DBN","School","NumTest","NumTest5th","MeanScore","MeanScore5th","L1Num","L1Num5th","L2Num","L2Num5th","L3Num","L3Num5th","L4Num","L4Num5th","L34Num","L34Num5th","L34Pct","L34Pct5th","Improv","Improv5th"
"417","11X529","ONE WORLD MIDDLE SCHOOL AT EDENWALD",315,NA,287,NA,124,NA,148,NA,42,NA,1,NA,43,NA,13.7,NA,NA,NA
"418","11X532","BAYCHESTER MIDDLE SCHOOL",277,NA,284,NA,123,NA,127,NA,25,NA,2,NA,27,NA,9.7,NA,NA,NA
"419","11X556","BRONX PARK MIDDLE SCHOOL",386,NA,279,NA,195,NA,152,NA,29,NA,10,NA,39,NA,10.1,NA,NA,NA
"420","11X566","PELHAM GARDENS MIDDLE SCHOOL",447,NA,285,NA,188,NA,200,NA,54,NA,5,NA,59,NA,13.2,NA,NA,NA
"421","12X006","P.S. 006 WEST FARMS",251,79,276,275,147,47,77,27,24,4,3,1,27,5,10.8,6.3,-28.4,-27.7
"422","12X044","P.S. 044 DAVID C. FARRAGUT",138,48,285,289,66,20,52,19,18,7,2,2,20,9,14.5,18.8,-26.8,-27.4
"423","12X047","P.S. 047 JOHN RANDOLPH",511,161,288,281,231,89,202,54,64,13,14,5,78,18,15.3,11.2,-37.3,NA
"424","12X050","P.S. 050 CLARA BARTON",99,49,279,274,49,32,40,15,9,2,1,0,10,2,10.1,4.1,-25.6,-40.8
"425","12X057","P.S. 057 CRESCENT",218,67,290,288,92,32,87,24,32,10,7,1,39,11,17.9,16.4,-21.6,-16.5
"426","12X061","P.S. 061 FRANCISCO OLLER",161,62,282,292,88,26,57,24,11,9,5,3,16,12,9.9,19.4,-30.4,-11.9
"427","12X066","P.S. 066 SCHOOL OF HIGHER EXPECTATIONS",272,84,281,282,140,46,94,30,34,6,4,2,38,8,14,9.5,-20.2,-29.2
"428","12X067","P.S. 067 MOHEGAN SCHOOL",277,80,284,277,143,51,102,24,31,5,1,0,32,5,11.6,6.3,-28.5,-44.6
"429","12X092","P.S. 092 BRONX",188,70,270,272,135,49,44,18,8,3,1,0,9,3,4.8,4.3,-36.4,-41.3
"430","12X098","J.H.S. 098 HERMAN RIDDER",219,NA,273,NA,126,NA,80,NA,13,NA,0,NA,13,NA,5.9,NA,-18.6,NA
"431","12X129","M.S. 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP",490,NA,284,NA,217,NA,206,NA,58,NA,9,NA,67,NA,13.7,NA,0.7,NA
"432","12X134","P.S. 134 GEORGE F. BRISTOW",280,79,289,281,117,40,111,29,44,9,8,1,52,10,18.6,12.7,-20.1,-24.2
"433","12X150","P.S. 150 CHARLES JAMES FOX",375,115,280,276,195,61,130,40,44,10,6,4,50,14,13.3,12.2,-31.3,-19.7
"434","12X190","E.S.M.T- I.S. 190",230,NA,285,NA,109,NA,96,NA,23,NA,2,NA,25,NA,10.9,NA,-13.9,NA
"435","12X195","P.S. 195",418,119,276,281,262,73,119,35,35,11,2,0,37,11,8.9,9.2,-38.9,NA
"436","12X196","P.S. 196",395,124,283,282,198,61,141,44,42,13,14,6,56,19,14.2,15.3,-38.8,NA
"437","12X211","P.S. 211",332,36,281,289,168,16,118,14,38,4,8,2,46,6,13.9,16.7,-21.1,-17.9
"438","12X212","P.S. 212",280,35,281,291,124,11,130,21,22,3,4,0,26,3,9.3,8.6,-24.9,-49.5
"439","12X214","P.S. 214",645,66,282,272,349,45,201,13,69,7,26,1,95,8,14.7,12.1,-20.1,-28.4
"440","12X217","SCHOOL OF PERFORMING ARTS",309,NA,274,NA,182,NA,100,NA,25,NA,2,NA,27,NA,8.7,NA,-16.2,NA
"441","12X242","MOTT HALL V",296,NA,288,NA,113,NA,140,NA,35,NA,8,NA,43,NA,14.5,NA,-30.4,NA
"442","12X267","BRONX LATIN",235,NA,289,NA,91,NA,110,NA,29,NA,5,NA,34,NA,14.5,NA,-33.8,NA
"443","12X271","EAST BRONX ACADEMY FOR THE FUTURE",238,NA,283,NA,112,NA,101,NA,24,NA,1,NA,25,NA,10.5,NA,-18.8,NA
"444","12X273","FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL",237,NA,286,NA,103,NA,104,NA,26,NA,4,NA,30,NA,12.7,NA,-35.9,NA
"445","12X286","FANNIE LOU HAMER MIDDLE SCHOOL",236,NA,282,NA,119,NA,91,NA,23,NA,3,NA,26,NA,11,NA,-10.8,NA
"446","12X300","THE SCHOOL OF SCIENCE AND APPLIED LEARNING",273,88,282,283,141,45,104,35,24,7,4,1,28,8,10.3,9.1,-24.6,-21.8
"447","12X314","FAIRMONT NEIGHBORHOOD SCHOOL",67,NA,251,NA,59,NA,7,NA,1,NA,0,NA,1,NA,1.5,NA,NA,NA
"448","12X316","KAPPA III",321,NA,292,NA,112,NA,133,NA,66,NA,10,NA,76,NA,23.7,NA,-49.8,NA
"449","12X318","I.S. X318 MATH  SCIENCE & TECHNOLOGY THROUGH ARTS",274,NA,278,NA,159,NA,84,NA,27,NA,4,NA,31,NA,11.3,NA,-7,NA
"450","12X341","ACCION ACADEMY",134,NA,281,NA,69,NA,54,NA,8,NA,3,NA,11,NA,8.2,NA,-34.8,NA
"451","12X372","URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION",185,NA,283,NA,85,NA,81,NA,17,NA,2,NA,19,NA,10.3,NA,NA,NA
"452","12X383","EMOLIOR ACADEMY",221,NA,282,NA,115,NA,79,NA,24,NA,3,NA,27,NA,12.2,NA,NA,NA
"453","12X384","ENTRADA ACADEMY",265,NA,266,NA,181,NA,64,NA,18,NA,2,NA,20,NA,7.5,NA,NA,NA
"454","12X463","URBAN SCHOLARS COMMUNITY SCHOOL",138,44,275,277,79,24,42,15,16,4,1,1,17,5,12.3,11.4,NA,NA
"455","12X531","ARCHER ELEMENTARY SCHOOL",203,66,278,279,119,40,59,18,20,6,5,2,25,8,12.3,12.1,NA,NA
"456","12X536","PS 536",166,46,284,285,81,24,63,18,21,4,1,0,22,4,13.3,8.7,NA,NA
"457","12X691","BRONX LITTLE SCHOOL",165,49,289,282,70,27,66,16,23,5,6,1,29,6,17.6,12.2,-31.4,-34.9
"458","13K003","P.S. 003 THE BEDFORD VILLAGE",209,64,296,303,74,18,77,29,47,13,11,4,58,17,27.8,26.6,-25,-26.8
"459","13K008","P.S. 008 ROBERT FULTON",370,61,325,335,41,6,92,9,138,20,99,26,237,46,64.1,75.4,-0.3,-0.6
"460","13K009","P.S. 009 TEUNIS G. BERGEN",289,74,313,314,64,12,85,30,81,18,59,14,140,32,48.4,43.2,1.4,-6.8
"461","13K011","P.S. 011 PURVIS J. BEHAN",324,99,316,316,52,13,93,32,136,39,43,15,179,54,55.2,54.5,-10,0.3
"462","13K020","P.S. 020 CLINTON HILL",141,49,295,302,58,17,46,17,26,8,11,7,37,15,26.2,30.6,-34,-20.6
"463","13K044","P.S. 044 MARCUS GARVEY",100,43,290,292,36,15,48,18,16,10,0,0,16,10,16,23.3,-45.1,-24
"464","13K046","P.S. 046 EDWARD C. BLUM",145,36,287,274,62,20,59,14,22,2,2,0,24,2,16.6,5.6,-30.3,-55.4
"465","13K054","P.S. 054 SAMUEL C. BARNES",86,27,272,287,61,13,18,10,6,3,1,1,7,4,8.1,14.8,-29.7,-28.8
"466","13K056","P.S. 056 LEWIS H. LATIMER",100,34,299,306,28,10,42,13,27,9,3,2,30,11,30,32.4,-31.4,-24.2
"467","13K067","P.S. 067 CHARLES A. DORSEY",117,42,273,282,78,23,27,13,12,6,0,0,12,6,10.3,14.3,-19.6,-17.2
"468","13K093","P.S. 093 WILLIAM H. PRESCOTT",119,42,285,285,59,23,32,9,19,4,9,6,28,10,23.5,23.8,-30,-42.9
"469","13K113","M.S. 113 RONALD EDMONDS LEARNING CENTER",506,NA,287,NA,208,NA,219,NA,67,NA,12,NA,79,NA,15.6,NA,-42.2,NA
"470","13K133","P.S. 133 WILLIAM A. BUTLER",117,27,303,302,40,11,40,8,31,7,6,1,37,8,31.6,29.6,-24.7,-23.5
"471","13K256","P.S. 256 BENJAMIN BANNEKER",140,47,294,293,53,19,59,21,23,3,5,4,28,7,20,14.9,-26.3,-30
"472","13K265","DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS",104,NA,283,NA,55,NA,39,NA,10,NA,0,NA,10,NA,9.6,NA,-11.6,NA
"473","13K266","M.S. K266 - PARK PLACE COMMUNITY MIDDLE SCHOOL",104,NA,285,NA,44,NA,49,NA,10,NA,1,NA,11,NA,10.6,NA,-46.4,NA
"474","13K270","P.S. 270 JOHANN DEKALB",58,19,282,286,27,7,26,11,4,1,1,0,5,1,8.6,5.3,-64.1,-84.9
"475","13K282","P.S. 282 PARK SLOPE",529,84,300,302,142,19,241,40,109,19,37,6,146,25,27.6,29.8,-38.3,-42.4
"476","13K287","P.S. 287 BAILEY K. ASHFORD",62,24,281,294,36,10,18,9,7,4,1,1,8,5,12.9,20.8,-24.2,-12.5
"477","13K301","SATELLITE EAST MIDDLE SCHOOL",103,NA,277,NA,62,NA,30,NA,11,NA,0,NA,11,NA,10.7,NA,-34.2,NA
"478","13K305","P.S. 305 DR. PETER RAY",89,23,272,270,57,14,29,8,3,1,0,0,3,1,3.4,4.3,-35.3,-35.7
"479","13K307","P.S. 307 DANIEL HALE WILLIAMS",154,51,282,294,80,19,56,22,14,8,4,2,18,10,11.7,19.6,-26.3,-20.1
"480","13K313","SATELLITE WEST MIDDLE SCHOOL",88,NA,284,NA,42,NA,36,NA,10,NA,0,NA,10,NA,11.4,NA,-27.4,NA
"481","13K351","THE URBAN ASSEMBLY UNISON SCHOOL",168,NA,280,NA,89,NA,61,NA,15,NA,3,NA,18,NA,10.7,NA,NA,NA
"482","13K492","ACADEMY OF ARTS AND LETTERS",128,NA,310,NA,20,NA,52,NA,41,NA,15,NA,56,NA,43.8,NA,NA,NA
"483","13K527","URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN",150,NA,294,NA,53,NA,66,NA,26,NA,5,NA,31,NA,20.7,NA,NA,NA
"484","13K596","MS 596 PEACE ACADEMY",41,NA,272,NA,24,NA,16,NA,1,NA,0,NA,1,NA,2.4,NA,NA,NA
"485","13K691","FORT GREENE PREPARATORY ACADEMY",228,NA,284,NA,107,NA,97,NA,17,NA,7,NA,24,NA,10.5,NA,NA,NA
"486","14K016","P.S. 016 LEONARD DUNKLY",109,39,289,284,41,22,53,14,14,2,1,1,15,3,13.8,7.7,-24.6,-21.7
"487","14K017","P.S. 017 HENRY D. WOODWORTH",146,50,296,300,57,15,53,22,25,8,11,5,36,13,24.7,26,-33.3,-21.5
"488","14K018","P.S. 018 EDWARD BUSH",82,26,283,289,45,15,26,4,9,5,2,2,11,7,13.4,26.9,-21.6,-13.1
"489","14K019","P.S. 019 ROBERTO CLEMENTE",48,48,271,271,32,32,15,15,0,0,1,1,1,1,2.1,2.1,-42.7,-41.3
"490","14K023","P.S. 023 CARTER G. WOODSON",113,39,281,281,63,22,35,12,14,5,1,0,15,5,13.3,12.8,-29.7,-28.9
"491","14K031","P.S. 031 SAMUEL F. DUPONT",236,84,325,325,23,7,68,22,87,32,58,23,145,55,61.4,65.5,-26.5,-22.1
"492","14K034","P.S. 034 OLIVER H. PERRY",198,58,319,313,24,9,67,24,73,17,34,8,107,25,54,43.1,-33.6,-41.3
"493","14K050","J.H.S. 050 JOHN D. WELLS",203,NA,273,NA,113,NA,70,NA,17,NA,3,NA,20,NA,9.9,NA,-13.7,NA
"494","14K059","P.S. 059 WILLIAM FLOYD",126,50,284,293,67,22,43,18,12,8,4,2,16,10,12.7,20,-27.3,-22.6
"495","14K071","JUAN MOREL CAMPOS SECONDARY SCHOOL",245,NA,272,NA,164,NA,65,NA,15,NA,1,NA,16,NA,6.5,NA,-18.7,NA
"496","14K084","P.S. 084 JOSE DE DIEGO",222,43,294,303,78,12,90,22,41,6,13,3,54,9,24.3,20.9,-23,-29.1
"497","14K110","P.S. 110 THE MONITOR",123,39,308,306,29,13,48,11,34,8,12,7,46,15,37.4,38.5,-21.6,-14
"498","14K120","P.S. 120 CARLOS TAPIA",167,59,283,288,83,28,66,24,17,6,1,1,18,7,10.8,11.9,-32.7,-28.5
"499","14K126","JOHN ERICSSON MIDDLE SCHOOL 126",292,NA,285,NA,136,NA,115,NA,33,NA,8,NA,41,NA,14,NA,-12.6,NA
"500","14K132","P.S. 132 THE CONSELYEA SCHOOL",282,93,321,321,28,6,103,36,99,38,52,13,151,51,53.5,54.8,-8,-11.9
"501","14K147","P.S. 147 ISAAC REMSEN",91,37,288,282,41,20,36,17,13,0,1,0,14,0,15.4,0,-20.2,-30.6
"502","14K157","P.S./I.S. 157 THE BENJAMIN FRANKLIN HEALTH & SCIENCE ACADEMY",278,47,285,275,126,27,125,16,21,3,6,1,27,4,9.7,8.5,-38,-28.5
"503","14K196","P.S. 196 TEN EYCK",112,47,295,295,43,16,41,20,22,9,6,2,28,11,25,23.4,-59.4,-73.3
"504","14K250","P.S. 250 GEORGE H. LINDSAY",337,103,296,296,131,41,122,37,65,21,19,4,84,25,24.9,24.3,-39.7,-39.3
"505","14K257","P.S. 257 JOHN F. HYLAN",259,77,312,299,53,22,100,35,63,16,43,4,106,20,40.9,26,-25.8,-40.3
"506","14K297","P.S. 297 ABRAHAM STOCKTON",115,43,284,291,54,18,48,19,10,4,3,2,13,6,11.3,14,-39.5,-30.4
"507","14K318","I.S. 318 EUGENIO MARIA DE HOSTOS",1484,NA,300,NA,410,NA,624,NA,325,NA,125,NA,450,NA,30.3,NA,-30.3,NA
"508","14K330","THE SCHOOL FOR THE URBAN ENVIRONMENT",46,NA,271,NA,33,NA,13,NA,0,NA,0,NA,0,NA,0,NA,-23.7,NA
"509","14K380","P.S. 380 JOHN WAYNE ELEMENTARY",237,76,304,305,52,14,115,42,59,14,11,6,70,20,29.5,26.3,-45.1,-40.4
"510","14K414","BROOKLYN ARBOR ELEMENTARY SCHOOL",176,NA,286,NA,78,NA,64,NA,30,NA,4,NA,34,NA,19.3,NA,NA,NA
"511","14K577","CONSELYEA PREPARATORY SCHOOL",471,NA,311,NA,76,NA,185,NA,137,NA,73,NA,210,NA,44.6,NA,-15.1,NA
"512","14K582","M.S. 582",215,NA,291,NA,83,NA,88,NA,40,NA,4,NA,44,NA,20.5,NA,-10.8,NA
"513","14K586","LYONS COMMUNITY SCHOOL",162,NA,277,NA,91,NA,62,NA,8,NA,1,NA,9,NA,5.6,NA,NA,NA
"514","14K614","YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN",113,NA,301,NA,23,NA,60,NA,23,NA,7,NA,30,NA,26.5,NA,NA,NA
"515","15K001","P.S. 001 THE BERGEN",482,134,292,291,197,53,209,66,65,10,11,5,76,15,15.8,11.2,-39.1,-36.3
"516","15K010","MAGNET SCHOOL OF MATH  SCIENCE AND DESIGN TECHNOLOGY",373,117,319,324,53,15,106,26,139,45,75,31,214,76,57.4,65,0.4,5.3
"517","15K015","P.S. 015 PATRICK F. DALY",154,45,293,283,60,22,62,15,23,8,9,0,32,8,20.8,17.8,-34.1,-49.4
"518","15K024","P.S. 024",321,108,277,282,197,62,95,34,27,11,2,1,29,12,9,11.1,-37.7,-32.7
"519","15K029","P.S. 029 JOHN M. HARRIGAN",249,53,331,336,15,2,42,6,123,25,69,20,192,45,77.1,84.9,-8.5,-1.1
"520","15K032","P.S. 032 SAMUEL MILLS SPROLE",126,40,307,294,33,16,46,16,34,7,13,1,47,8,37.3,20,2.3,-25
"521","15K038","P.S. 038 THE PACIFIC",182,49,298,302,61,12,56,21,47,13,18,3,65,16,35.7,32.7,-7.3,-3.2
"522","15K039","P.S. 039 HENRY BRISTOW",151,45,331,335,13,4,32,10,52,8,54,23,106,31,70.2,68.9,7.1,13.7
"523","15K051","M.S. 51 WILLIAM ALEXANDER",1011,NA,336,NA,56,NA,125,NA,386,NA,444,NA,830,NA,82.1,NA,-2.7,NA
"524","15K058","P.S. 058 THE CARROLL",383,111,328,327,26,8,93,26,156,43,108,34,264,77,68.9,69.4,-8.3,-9
"525","15K088","J.H.S. 088 PETER ROUGET",1128,NA,300,NA,277,NA,527,NA,255,NA,69,NA,324,NA,28.7,NA,-6,NA
"526","15K094","P.S. 094 THE HENRY LONGFELLOW",687,222,286,282,313,107,254,80,98,30,22,5,120,35,17.5,15.8,-35.6,-47.3
"527","15K107","P.S. 107 JOHN W. KIMBALL",240,74,332,335,8,3,37,9,127,32,68,30,195,62,81.3,83.8,5.9,15.5
"528","15K124","P.S. 124 SILAS B. DUTCHER",129,39,302,299,37,15,48,10,34,11,10,3,44,14,34.1,35.9,-28.3,-37.8
"529","15K130","P.S. 130 THE PARKSIDE",246,79,307,313,51,15,107,29,64,22,24,13,88,35,35.8,44.3,-39.1,-36.5
"530","15K131","P.S. 131 BROOKLYN",476,141,304,302,130,41,184,55,124,34,38,11,162,45,34,31.9,-26.6,-23.1
"531","15K136","I.S. 136 CHARLES O. DEWEY",437,NA,280,NA,236,NA,155,NA,39,NA,7,NA,46,NA,10.5,NA,-8.2,NA
"532","15K146","P.S. 146",16,6,320,329,2,1,6,1,5,2,3,2,8,4,50,66.7,-28.8,-8.9
"533","15K154","THE WINDSOR TERRACE SCHOOL",210,60,329,318,25,9,36,16,83,18,66,17,149,35,71,58.3,-3.7,-11.1
"534","15K169","P.S. 169 SUNSET PARK",770,241,300,299,262,89,269,79,177,44,62,29,239,73,31,30.3,-23,-14.4
"535","15K172","P.S. 172 BEACON SCHOOL OF EXCELLENCE",239,75,331,326,5,2,53,22,126,36,55,15,181,51,75.7,68,-16.9,-21.4
"536","15K230","P.S. 230 DORIS L. COHEN",568,209,309,309,146,50,179,64,144,55,99,40,243,95,42.8,45.5,-31.8,-28.3
"537","15K261","P.S. 261 PHILIP LIVINGSTON",124,23,325,325,10,0,40,9,42,10,32,4,74,14,59.7,60.9,-2.5,4.1
"538","15K295","P.S. 295",195,52,311,308,42,13,69,18,50,12,34,9,84,21,43.1,40.4,-22.2,-28
"539","15K321","P.S. 321 WILLIAM PENN",442,107,333,332,27,8,80,16,183,45,152,38,335,83,75.8,77.6,-9.6,-2.7
"540","15K429","BROOKLYN SCHOOL FOR GLOBAL STUDIES",72,NA,273,NA,39,NA,28,NA,5,NA,0,NA,5,NA,6.9,NA,-18.8,NA
"541","15K442","M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION",162,NA,289,NA,57,NA,76,NA,23,NA,6,NA,29,NA,17.9,NA,-5.3,NA
"542","15K443","NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS",467,NA,321,NA,26,NA,156,NA,187,NA,98,NA,285,NA,61,NA,10.3,NA
"543","15K447","THE MATH & SCIENCE EXPLORATORY SCHOOL",430,NA,332,NA,17,NA,80,NA,181,NA,152,NA,333,NA,77.4,NA,12.1,NA
"544","15K448","BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES",50,NA,295,NA,16,NA,18,NA,15,NA,1,NA,16,NA,32,NA,-10.2,NA
"545","15K464","PARK SLOPE COLLEGIATE",93,NA,290,NA,30,NA,44,NA,18,NA,1,NA,19,NA,20.4,NA,-7.5,NA
"546","15K497","SCHOOL FOR INTERNATIONAL STUDIES",100,NA,272,NA,52,NA,39,NA,8,NA,1,NA,9,NA,9,NA,-17.3,NA
"547","15K676","RED HOOK NEIGHBORHOOD SCHOOL",71,24,283,272,36,16,27,7,8,1,0,0,8,1,11.3,4.2,NA,NA
"548","15K821","SUNSET PARK PREP",495,NA,304,NA,88,NA,243,NA,135,NA,29,NA,164,NA,33.1,NA,-33.3,NA
"549","16K005","P.S. 005 DR. RONALD MCNAIR",116,42,278,279,66,24,39,17,11,1,0,0,11,1,9.5,2.4,-48.9,-51
"550","16K021","P.S. 021 CRISPUS ATTUCKS",262,86,301,297,82,32,108,36,49,11,23,7,72,18,27.5,20.9,-41.7,-42.8
"551","16K025","P.S. 025 EUBIE BLAKE SCHOOL",69,26,280,285,42,14,19,8,7,4,1,0,8,4,11.6,15.4,-7.9,-9.9
"552","16K026","P.S. 026 JESSE OWENS",88,28,300,282,27,13,36,13,19,2,6,0,25,2,28.4,7.1,-21.9,-48.8
"553","16K028","P.S. 028 THE WARREN PREP ACADEMY",81,25,282,283,42,14,30,8,8,2,1,1,9,3,11.1,12,-33.7,-39.6
"554","16K035","M.S. 035 STEPHEN DECATUR",162,NA,295,NA,48,NA,84,NA,29,NA,1,NA,30,NA,18.5,NA,4,NA
"555","16K040","P.S. 040 GEORGE W. CARVER",116,41,278,273,59,22,43,18,13,0,1,1,14,1,12.1,2.4,-22.7,-28.5
"556","16K057","J.H.S. 057 WHITELAW REID",152,NA,291,NA,57,NA,61,NA,31,NA,3,NA,34,NA,22.4,NA,6.1,NA
"557","16K081","P.S. 081 THADDEUS STEVENS",137,45,287,283,66,25,49,14,20,5,2,1,22,6,16.1,13.3,-27.5,-44.9
"558","16K243","P.S. 243K- THE WEEKSVILLE SCHOOL",102,21,283,284,53,9,38,11,10,1,1,0,11,1,10.8,4.8,-17.7,-21.1
"559","16K262","P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL",273,36,299,294,87,16,101,14,56,4,29,2,85,6,31.1,16.7,-27.7,-39.7
"560","16K267","M.S. 267 MATH  SCIENCE & TECHNOLOGY",191,NA,293,NA,67,NA,78,NA,36,NA,10,NA,46,NA,24.1,NA,-34.4,NA
"561","16K308","P.S. 308 CLARA CARDWELL",256,40,284,276,121,25,95,12,31,3,9,0,40,3,15.6,7.5,-30.9,-27.7
"562","16K309","P.S. 309 THE GEORGE E. WIBECAN PREPARATORY ACADEMY",108,32,280,287,52,15,43,12,11,4,2,1,13,5,12,15.6,-28.7,-19.2
"563","16K335","P.S. 335 GRANVILLE T. WOODS",137,31,293,290,55,14,49,12,25,4,8,1,33,5,24.1,16.1,-13.2,-23.9
"564","16K385","SCHOOL OF BUSINESS  FINANCE AND ENTREPRENEURSHIP",68,NA,276,NA,35,NA,26,NA,6,NA,1,NA,7,NA,10.3,NA,-10.7,NA
"565","16K534","UPPER SCHOOL @ P.S. 25",98,NA,281,NA,48,NA,38,NA,10,NA,2,NA,12,NA,12.2,NA,NA,NA
"566","16K584","M.S. 584",87,NA,278,NA,48,NA,34,NA,5,NA,0,NA,5,NA,5.7,NA,-18,NA
"567","16K627","BRIGHTER CHOICE COMMUNITY SCHOOL",66,22,302,281,14,9,31,13,16,0,5,0,21,0,31.8,0,NA,NA
"568","16K628","BROOKLYN BROWNSTONE SCHOOL",69,18,307,302,13,5,29,8,25,5,2,0,27,5,39.1,27.8,NA,NA
"569","16K636","YOUNG SCHOLARS' ACADEMY FOR DISCOVERY AND EXPLORATION",75,25,294,291,32,11,29,11,13,2,1,1,14,3,18.7,12,NA,NA
"570","16K681","MADIBA PREP MIDDLE SCHOOL",183,NA,280,NA,101,NA,63,NA,18,NA,1,NA,19,NA,10.4,NA,NA,NA
"571","17K002","PARKSIDE PREPARATORY ACADEMY",446,NA,293,NA,141,NA,202,NA,86,NA,17,NA,103,NA,23.1,NA,-3.1,NA
"572","17K006","P.S. 006",334,96,289,294,149,37,128,41,49,17,8,1,57,18,17.1,18.8,-37.3,-29.6
"573","17K012","DR. JACQUELINE PEEK-DAVIS SCHOOL",69,19,287,278,33,14,24,4,11,1,1,0,12,1,17.4,5.3,-2.9,-14.7
"574","17K061","M.S. 061 DR. GLADSTONE H. ATWELL",733,NA,289,NA,304,NA,291,NA,105,NA,33,NA,138,NA,18.8,NA,-19.3,NA
"575","17K091","P.S. 091 THE ALBANY AVENUE SCHOOL",195,66,279,274,103,36,61,25,23,5,8,0,31,5,15.9,7.6,-38.9,-39.7
"576","17K092","P.S. 092 ADRIAN HEGEMAN",184,49,281,275,102,33,65,15,17,1,0,0,17,1,9.2,2,-33.8,-31.3
"577","17K138","P.S. 138 BROOKLYN",416,62,297,300,121,20,195,27,85,10,15,5,100,15,24,24.2,-14.1,-16.2
"578","17K161","P.S. 161 THE CROWN",217,72,297,299,75,22,87,33,44,15,11,2,55,17,25.3,23.6,-38.9,-32
"579","17K167","P.S. 167 THE PARKWAY",98,40,289,283,39,16,45,19,11,5,3,0,14,5,14.3,12.5,-26.4,-26.5
"580","17K181","P.S. 181 BROOKLYN",591,110,287,281,265,64,249,39,70,5,7,2,77,7,13,6.4,-30.7,-33.7
"581","17K189","P.S. 189 THE BILINGUAL CENTER",713,99,305,295,167,37,291,40,193,15,62,7,255,22,35.8,22.2,-19,-33.1
"582","17K191","P.S. 191 PAUL ROBESON",87,28,284,278,44,17,34,10,9,1,0,0,9,1,10.3,3.6,-30.1,-32.9
"583","17K221","P.S. 221 TOUSSAINT L'OUVERTURE",204,60,296,287,69,29,81,22,47,8,7,1,54,9,26.5,15,-23.8,-37.2
"584","17K241","P.S. 241 EMMA L. JOHNSTON",269,92,304,305,75,21,102,41,76,25,16,5,92,30,34.2,32.6,-23.9,-31.2
"585","17K246","M.S. 246 WALT WHITMAN",450,NA,285,NA,212,NA,177,NA,54,NA,7,NA,61,NA,13.6,NA,-12.1,NA
"586","17K249","P.S. 249 THE CATON",361,106,311,304,50,21,169,63,121,21,21,1,142,22,39.3,20.8,-21.1,NA
"587","17K289","P.S. 289 GEORGE V. BROWER",187,66,299,295,68,27,60,27,41,5,18,7,59,12,31.6,18.2,-12.3,-29.9
"588","17K316","P.S. 316 ELIJAH STROUD",120,25,304,314,31,4,49,11,30,6,10,4,40,10,33.3,40,-8.3,5.8
"589","17K334","MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EXCELLENCE",121,NA,270,NA,81,NA,35,NA,3,NA,2,NA,5,NA,4.1,NA,-10.9,NA
"590","17K340","I.S. 340",187,NA,307,NA,32,NA,83,NA,58,NA,14,NA,72,NA,38.5,NA,-33.6,NA
"591","17K352","EBBETS FIELD MIDDLE SCHOOL",204,NA,279,NA,108,NA,85,NA,11,NA,0,NA,11,NA,5.4,NA,-8.1,NA
"592","17K353","ELIJAH STROUD MIDDLE SCHOOL",235,NA,279,NA,123,NA,92,NA,17,NA,3,NA,20,NA,8.5,NA,-18.7,NA
"593","17K354","THE SCHOOL OF INTEGRATED LEARNING",206,NA,304,NA,51,NA,76,NA,57,NA,22,NA,79,NA,38.3,NA,20.2,NA
"594","17K375","P.S. 375 JACKIE ROBINSON SCHOOL",199,63,282,286,104,33,74,21,18,7,3,2,21,9,10.6,14.3,-38.9,-24.8
"595","17K382","ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL",138,NA,286,NA,51,NA,71,NA,15,NA,1,NA,16,NA,11.6,NA,NA,NA
"596","17K394","M.S. K394",347,38,291,291,127,13,150,18,66,7,4,0,70,7,20.2,18.4,-28,-36.6
"597","17K397","P.S. 397 FOSTER-LAURIE",153,47,287,286,67,24,70,20,13,3,3,0,16,3,10.5,6.4,-34.2,-43.6
"598","17K398","P.S. 398 WALTER WEAVER",150,40,285,279,78,23,49,16,20,1,3,0,23,1,15.3,2.5,-18.6,-41.7
"599","17K399","P.S. 399 STANLEY EUGENE CLARK",246,70,293,296,100,29,101,23,35,13,10,5,45,18,18.3,25.7,-52.5,-57.9
"600","17K484","RONALD EDMONDS LEARNING CENTER II",129,NA,288,NA,52,NA,55,NA,20,NA,2,NA,22,NA,17.1,NA,NA,NA
"601","17K531","SCHOOL FOR HUMAN RIGHTS  THE",128,NA,293,NA,34,NA,75,NA,18,NA,1,NA,19,NA,14.8,NA,-6.3,NA
"602","17K532","NEW BRIDGES ELEMENTARY",51,NA,278,NA,33,NA,13,NA,4,NA,1,NA,5,NA,9.8,NA,NA,NA
