"","DBN","School.Name","Grade","Year","Category","Number.Tested","Mean.Scale.Score","L1.","L1..1","L2.","L2..1","L3.","L3..1","L4.","L4..1","L3.4.","L3.4..1"
"2602","06M368","HAMILTON HEIGHTS SCHOOL","All Grades",2015,"All Students",51,"284","29","56.9","13","25.5","7","13.7","2","3.9","9","17.6"
"2603","06M528","I.S. 528 BEA FULLER RODGERS SCHOOL","6",2013,"All Students",69,"279","37","53.6","26","37.7","6","8.7","0","0","6","8.7"
"2604","06M528","I.S. 528 BEA FULLER RODGERS SCHOOL","6",2014,"All Students",60,"281","25","41.7","34","56.7","0","0","1","1.7","1","1.7"
"2605","06M528","I.S. 528 BEA FULLER RODGERS SCHOOL","6",2015,"All Students",54,"277","27","50","25","46.3","2","3.7","0","0","2","3.7"
"2606","06M528","I.S. 528 BEA FULLER RODGERS SCHOOL","7",2013,"All Students",79,"286","39","49.4","35","44.3","5","6.3","0","0","5","6.3"
"2607","06M528","I.S. 528 BEA FULLER RODGERS SCHOOL","7",2014,"All Students",69,"283","33","47.8","31","44.9","5","7.2","0","0","5","7.2"
"2608","06M528","I.S. 528 BEA FULLER RODGERS SCHOOL","7",2015,"All Students",60,"284","37","61.7","13","21.7","9","15","1","1.7","10","16.7"
"2609","06M528","I.S. 528 BEA FULLER RODGERS SCHOOL","8",2013,"All Students",91,"288","36","39.6","42","46.2","10","11","3","3.3","13","14.3"
"2610","06M528","I.S. 528 BEA FULLER RODGERS SCHOOL","8",2014,"All Students",81,"292","28","34.6","41","50.6","8","9.9","4","4.9","12","14.8"
"2611","06M528","I.S. 528 BEA FULLER RODGERS SCHOOL","8",2015,"All Students",62,"288","25","40.3","28","45.2","8","12.9","1","1.6","9","14.5"
"2612","06M528","I.S. 528 BEA FULLER RODGERS SCHOOL","All Grades",2013,"All Students",239,"285","112","46.9","103","43.1","21","8.8","3","1.3","24","10"
"2613","06M528","I.S. 528 BEA FULLER RODGERS SCHOOL","All Grades",2014,"All Students",210,"286","86","41","106","50.5","13","6.2","5","2.4","18","8.6"
"2614","06M528","I.S. 528 BEA FULLER RODGERS SCHOOL","All Grades",2015,"All Students",176,"283","89","50.6","66","37.5","19","10.8","2","1.1","21","11.9"
"2615","07X001","P.S. 001 COURTLANDT SCHOOL","3",2013,"All Students",98,"283","52","53.1","36","36.7","10","10.2","0","0","10","10.2"
"2616","07X001","P.S. 001 COURTLANDT SCHOOL","3",2014,"All Students",104,"286","47","45.2","38","36.5","19","18.3","0","0","19","18.3"
"2617","07X001","P.S. 001 COURTLANDT SCHOOL","3",2015,"All Students",104,"285","55","52.9","35","33.7","13","12.5","1","1","14","13.5"
"2618","07X001","P.S. 001 COURTLANDT SCHOOL","4",2013,"All Students",96,"284","43","44.8","39","40.6","12","12.5","2","2.1","14","14.6"
"2619","07X001","P.S. 001 COURTLANDT SCHOOL","4",2014,"All Students",106,"283","60","56.6","31","29.2","13","12.3","2","1.9","15","14.2"
"2620","07X001","P.S. 001 COURTLANDT SCHOOL","4",2015,"All Students",107,"284","51","47.7","41","38.3","13","12.1","2","1.9","15","14"
"2621","07X001","P.S. 001 COURTLANDT SCHOOL","5",2013,"All Students",95,"274","68","71.6","18","18.9","9","9.5","0","0","9","9.5"
"2622","07X001","P.S. 001 COURTLANDT SCHOOL","5",2014,"All Students",96,"281","48","50","37","38.5","11","11.5","0","0","11","11.5"
"2623","07X001","P.S. 001 COURTLANDT SCHOOL","5",2015,"All Students",95,"281","56","58.9","30","31.6","6","6.3","3","3.2","9","9.5"
"2624","07X001","P.S. 001 COURTLANDT SCHOOL","All Grades",2013,"All Students",289,"280","163","56.4","93","32.2","31","10.7","2","0.7","33","11.4"
"2625","07X001","P.S. 001 COURTLANDT SCHOOL","All Grades",2014,"All Students",306,"284","155","50.7","106","34.6","43","14.1","2","0.7","45","14.7"
"2626","07X001","P.S. 001 COURTLANDT SCHOOL","All Grades",2015,"All Students",306,"283","162","52.9","106","34.6","32","10.5","6","2","38","12.4"
"2627","07X005","PS 5 PORT MORRIS","3",2013,"All Students",77,"283","45","58.4","25","32.5","6","7.8","1","1.3","7","9.1"
"2628","07X005","PS 5 PORT MORRIS","3",2014,"All Students",72,"281","46","63.9","17","23.6","9","12.5","0","0","9","12.5"
"2629","07X005","PS 5 PORT MORRIS","3",2015,"All Students",76,"277","49","64.5","23","30.3","4","5.3","0","0","4","5.3"
"2630","07X005","PS 5 PORT MORRIS","4",2013,"All Students",77,"274","50","64.9","23","29.9","3","3.9","1","1.3","4","5.2"
"2631","07X005","PS 5 PORT MORRIS","4",2014,"All Students",73,"276","45","61.6","19","26","7","9.6","2","2.7","9","12.3"
"2632","07X005","PS 5 PORT MORRIS","4",2015,"All Students",77,"280","40","51.9","30","39","6","7.8","1","1.3","7","9.1"
"2633","07X005","PS 5 PORT MORRIS","5",2013,"All Students",82,"287","43","52.4","29","35.4","9","11","1","1.2","10","12.2"
"2634","07X005","PS 5 PORT MORRIS","5",2014,"All Students",75,"288","37","49.3","30","40","6","8","2","2.7","8","10.7"
"2635","07X005","PS 5 PORT MORRIS","5",2015,"All Students",70,"280","46","65.7","18","25.7","5","7.1","1","1.4","6","8.6"
"2636","07X005","PS 5 PORT MORRIS","6",2013,"All Students",79,"283","37","46.8","36","45.6","5","6.3","1","1.3","6","7.6"
"2637","07X005","PS 5 PORT MORRIS","6",2014,"All Students",86,"283","34","39.5","47","54.7","5","5.8","0","0","5","5.8"
"2638","07X005","PS 5 PORT MORRIS","6",2015,"All Students",91,"290","34","37.4","42","46.2","11","12.1","4","4.4","15","16.5"
"2639","07X005","PS 5 PORT MORRIS","7",2014,"All Students",80,"286","31","38.8","39","48.8","9","11.3","1","1.3","10","12.5"
"2640","07X005","PS 5 PORT MORRIS","7",2015,"All Students",86,"270","58","67.4","25","29.1","3","3.5","0","0","3","3.5"
"2641","07X005","PS 5 PORT MORRIS","8",2015,"All Students",79,"279","34","43","39","49.4","6","7.6","0","0","6","7.6"
"2642","07X005","PS 5 PORT MORRIS","All Grades",2013,"All Students",315,"282","175","55.6","113","35.9","23","7.3","4","1.3","27","8.6"
"2643","07X005","PS 5 PORT MORRIS","All Grades",2014,"All Students",386,"283","193","50","152","39.4","36","9.3","5","1.3","41","10.6"
"2644","07X005","PS 5 PORT MORRIS","All Grades",2015,"All Students",479,"280","261","54.5","177","37","35","7.3","6","1.3","41","8.6"
"2645","07X018","P.S. 018 JOHN PETER ZENGER","3",2013,"All Students",79,"269","58","73.4","13","16.5","8","10.1","0","0","8","10.1"
"2646","07X018","P.S. 018 JOHN PETER ZENGER","3",2014,"All Students",93,"276","65","69.9","22","23.7","5","5.4","1","1.1","6","6.5"
"2647","07X018","P.S. 018 JOHN PETER ZENGER","3",2015,"All Students",85,"280","49","57.6","23","27.1","13","15.3","0","0","13","15.3"
"2648","07X018","P.S. 018 JOHN PETER ZENGER","4",2013,"All Students",92,"272","61","66.3","26","28.3","3","3.3","2","2.2","5","5.4"
"2649","07X018","P.S. 018 JOHN PETER ZENGER","4",2014,"All Students",84,"271","56","66.7","22","26.2","5","6","1","1.2","6","7.1"
"2650","07X018","P.S. 018 JOHN PETER ZENGER","4",2015,"All Students",97,"285","35","36.1","51","52.6","8","8.2","3","3.1","11","11.3"
"2651","07X018","P.S. 018 JOHN PETER ZENGER","5",2013,"All Students",69,"282","39","56.5","24","34.8","4","5.8","2","2.9","6","8.7"
"2652","07X018","P.S. 018 JOHN PETER ZENGER","5",2014,"All Students",89,"274","60","67.4","22","24.7","5","5.6","2","2.2","7","7.9"
"2653","07X018","P.S. 018 JOHN PETER ZENGER","5",2015,"All Students",83,"273","54","65.1","22","26.5","7","8.4","0","0","7","8.4"
"2654","07X018","P.S. 018 JOHN PETER ZENGER","All Grades",2013,"All Students",240,"274","158","65.8","63","26.3","15","6.3","4","1.7","19","7.9"
"2655","07X018","P.S. 018 JOHN PETER ZENGER","All Grades",2014,"All Students",266,"273","181","68","66","24.8","15","5.6","4","1.5","19","7.1"
"2656","07X018","P.S. 018 JOHN PETER ZENGER","All Grades",2015,"All Students",265,"279","138","52.1","96","36.2","28","10.6","3","1.1","31","11.7"
"2657","07X025","P.S. 025 BILINGUAL SCHOOL","3",2013,"All Students",58,"287","29","50","21","36.2","8","13.8","0","0","8","13.8"
"2658","07X025","P.S. 025 BILINGUAL SCHOOL","3",2014,"All Students",77,"280","41","53.2","26","33.8","10","13","0","0","10","13"
"2659","07X025","P.S. 025 BILINGUAL SCHOOL","3",2015,"All Students",54,"299","18","33.3","23","42.6","12","22.2","1","1.9","13","24.1"
"2660","07X025","P.S. 025 BILINGUAL SCHOOL","4",2013,"All Students",53,"284","26","49.1","19","35.8","7","13.2","1","1.9","8","15.1"
"2661","07X025","P.S. 025 BILINGUAL SCHOOL","4",2014,"All Students",49,"303","12","24.5","16","32.7","19","38.8","2","4.1","21","42.9"
"2662","07X025","P.S. 025 BILINGUAL SCHOOL","4",2015,"All Students",77,"292","32","41.6","28","36.4","14","18.2","3","3.9","17","22.1"
"2663","07X025","P.S. 025 BILINGUAL SCHOOL","5",2013,"All Students",34,"298","12","35.3","14","41.2","7","20.6","1","2.9","8","23.5"
"2664","07X025","P.S. 025 BILINGUAL SCHOOL","5",2014,"All Students",58,"267","39","67.2","17","29.3","1","1.7","1","1.7","2","3.4"
"2665","07X025","P.S. 025 BILINGUAL SCHOOL","5",2015,"All Students",42,"290","18","42.9","15","35.7","7","16.7","2","4.8","9","21.4"
"2666","07X025","P.S. 025 BILINGUAL SCHOOL","All Grades",2013,"All Students",145,"288","67","46.2","54","37.2","22","15.2","2","1.4","24","16.6"
"2667","07X025","P.S. 025 BILINGUAL SCHOOL","All Grades",2014,"All Students",184,"282","92","50","59","32.1","30","16.3","3","1.6","33","17.9"
"2668","07X025","P.S. 025 BILINGUAL SCHOOL","All Grades",2015,"All Students",173,"294","68","39.3","66","38.2","33","19.1","6","3.5","39","22.5"
"2669","07X029","P.S./M.S. 029 MELROSE SCHOOL","3",2013,"All Students",71,"279","40","56.3","22","31","8","11.3","1","1.4","9","12.7"
"2670","07X029","P.S./M.S. 029 MELROSE SCHOOL","3",2014,"All Students",75,"268","52","69.3","17","22.7","6","8","0","0","6","8"
"2671","07X029","P.S./M.S. 029 MELROSE SCHOOL","3",2015,"All Students",76,"275","51","67.1","20","26.3","5","6.6","0","0","5","6.6"
"2672","07X029","P.S./M.S. 029 MELROSE SCHOOL","4",2013,"All Students",68,"281","36","52.9","22","32.4","7","10.3","3","4.4","10","14.7"
"2673","07X029","P.S./M.S. 029 MELROSE SCHOOL","4",2014,"All Students",65,"274","38","58.5","20","30.8","7","10.8","0","0","7","10.8"
"2674","07X029","P.S./M.S. 029 MELROSE SCHOOL","4",2015,"All Students",78,"275","44","56.4","26","33.3","7","9","1","1.3","8","10.3"
"2675","07X029","P.S./M.S. 029 MELROSE SCHOOL","5",2013,"All Students",55,"270","41","74.5","9","16.4","4","7.3","1","1.8","5","9.1"
"2676","07X029","P.S./M.S. 029 MELROSE SCHOOL","5",2014,"All Students",61,"275","40","65.6","15","24.6","4","6.6","2","3.3","6","9.8"
