"","DBN","School.Name","Grade","Year","Category","Number.Tested","Mean.Scale.Score","L1.","L1..1","L2.","L2..1","L3.","L3..1","L4.","L4..1","L3.4.","L3.4..1"
"10572","25Q021","P.S. 021 EDWARD HART","3",2013,"All Students",208,"313","45","21.6","77","37","71","34.1","15","7.2","86","41.3"
"10573","25Q021","P.S. 021 EDWARD HART","3",2014,"All Students",193,"316","41","21.2","51","26.4","72","37.3","29","15","101","52.3"
"10574","25Q021","P.S. 021 EDWARD HART","3",2015,"All Students",196,"316","44","22.4","61","31.1","59","30.1","32","16.3","91","46.4"
"10575","25Q021","P.S. 021 EDWARD HART","4",2013,"All Students",211,"318","30","14.2","71","33.6","65","30.8","45","21.3","110","52.1"
"10576","25Q021","P.S. 021 EDWARD HART","4",2014,"All Students",220,"317","31","14.1","80","36.4","61","27.7","48","21.8","109","49.5"
"10577","25Q021","P.S. 021 EDWARD HART","4",2015,"All Students",208,"319","25","12","67","32.2","58","27.9","58","27.9","116","55.8"
"10578","25Q021","P.S. 021 EDWARD HART","5",2013,"All Students",185,"319","33","17.8","56","30.3","61","33","35","18.9","96","51.9"
"10579","25Q021","P.S. 021 EDWARD HART","5",2014,"All Students",216,"315","38","17.6","69","31.9","59","27.3","50","23.1","109","50.5"
"10580","25Q021","P.S. 021 EDWARD HART","5",2015,"All Students",214,"316","40","18.7","71","33.2","61","28.5","42","19.6","103","48.1"
"10581","25Q021","P.S. 021 EDWARD HART","All Grades",2013,"All Students",604,"316","108","17.9","204","33.8","197","32.6","95","15.7","292","48.3"
"10582","25Q021","P.S. 021 EDWARD HART","All Grades",2014,"All Students",629,"316","110","17.5","200","31.8","192","30.5","127","20.2","319","50.7"
"10583","25Q021","P.S. 021 EDWARD HART","All Grades",2015,"All Students",618,"317","109","17.6","199","32.2","178","28.8","132","21.4","310","50.2"
"10584","25Q022","P.S. 022 THOMAS JEFFERSON","3",2013,"All Students",96,"313","16","16.7","36","37.5","38","39.6","6","6.3","44","45.8"
"10585","25Q022","P.S. 022 THOMAS JEFFERSON","3",2014,"All Students",110,"310","26","23.6","36","32.7","38","34.5","10","9.1","48","43.6"
"10586","25Q022","P.S. 022 THOMAS JEFFERSON","3",2015,"All Students",123,"311","25","20.3","45","36.6","48","39","5","4.1","53","43.1"
"10587","25Q022","P.S. 022 THOMAS JEFFERSON","4",2013,"All Students",134,"311","23","17.2","54","40.3","32","23.9","25","18.7","57","42.5"
"10588","25Q022","P.S. 022 THOMAS JEFFERSON","4",2014,"All Students",98,"312","12","12.2","45","45.9","32","32.7","9","9.2","41","41.8"
"10589","25Q022","P.S. 022 THOMAS JEFFERSON","4",2015,"All Students",118,"312","15","12.7","49","41.5","35","29.7","19","16.1","54","45.8"
"10590","25Q022","P.S. 022 THOMAS JEFFERSON","5",2013,"All Students",112,"317","19","17","36","32.1","40","35.7","17","15.2","57","50.9"
"10591","25Q022","P.S. 022 THOMAS JEFFERSON","5",2014,"All Students",132,"317","23","17.4","40","30.3","35","26.5","34","25.8","69","52.3"
"10592","25Q022","P.S. 022 THOMAS JEFFERSON","5",2015,"All Students",99,"312","21","21.2","35","35.4","29","29.3","14","14.1","43","43.4"
"10593","25Q022","P.S. 022 THOMAS JEFFERSON","All Grades",2013,"All Students",342,"314","58","17","126","36.8","110","32.2","48","14","158","46.2"
"10594","25Q022","P.S. 022 THOMAS JEFFERSON","All Grades",2014,"All Students",340,"313","61","17.9","121","35.6","105","30.9","53","15.6","158","46.5"
"10595","25Q022","P.S. 022 THOMAS JEFFERSON","All Grades",2015,"All Students",340,"312","61","17.9","129","37.9","112","32.9","38","11.2","150","44.1"
"10596","25Q024","P.S. 024 ANDREW JACKSON","3",2013,"All Students",145,"308","35","24.1","56","38.6","52","35.9","2","1.4","54","37.2"
"10597","25Q024","P.S. 024 ANDREW JACKSON","3",2014,"All Students",150,"307","40","26.7","43","28.7","62","41.3","5","3.3","67","44.7"
"10598","25Q024","P.S. 024 ANDREW JACKSON","3",2015,"All Students",154,"309","34","22.1","60","39","51","33.1","9","5.8","60","39"
"10599","25Q024","P.S. 024 ANDREW JACKSON","4",2013,"All Students",141,"319","12","8.5","53","37.6","57","40.4","19","13.5","76","53.9"
"10600","25Q024","P.S. 024 ANDREW JACKSON","4",2014,"All Students",165,"314","25","15.2","63","38.2","44","26.7","33","20","77","46.7"
"10601","25Q024","P.S. 024 ANDREW JACKSON","4",2015,"All Students",185,"312","31","16.8","66","35.7","61","33","27","14.6","88","47.6"
"10602","25Q024","P.S. 024 ANDREW JACKSON","5",2013,"All Students",161,"314","30","18.6","61","37.9","45","28","25","15.5","70","43.5"
"10603","25Q024","P.S. 024 ANDREW JACKSON","5",2014,"All Students",152,"312","29","19.1","51","33.6","51","33.6","21","13.8","72","47.4"
"10604","25Q024","P.S. 024 ANDREW JACKSON","5",2015,"All Students",168,"311","34","20.2","66","39.3","37","22","31","18.5","68","40.5"
"10605","25Q024","P.S. 024 ANDREW JACKSON","All Grades",2013,"All Students",447,"314","77","17.2","170","38","154","34.5","46","10.3","200","44.7"
"10606","25Q024","P.S. 024 ANDREW JACKSON","All Grades",2014,"All Students",467,"311","94","20.1","157","33.6","157","33.6","59","12.6","216","46.3"
"10607","25Q024","P.S. 024 ANDREW JACKSON","All Grades",2015,"All Students",507,"311","99","19.5","192","37.9","149","29.4","67","13.2","216","42.6"
"10608","25Q025","I.S. 025 ADRIEN BLOCK","6",2013,"All Students",248,"314","27","10.9","116","46.8","49","19.8","56","22.6","105","42.3"
"10609","25Q025","I.S. 025 ADRIEN BLOCK","6",2014,"All Students",210,"315","24","11.4","86","41","54","25.7","46","21.9","100","47.6"
"10610","25Q025","I.S. 025 ADRIEN BLOCK","6",2015,"All Students",250,"314","38","15.2","90","36","61","24.4","61","24.4","122","48.8"
"10611","25Q025","I.S. 025 ADRIEN BLOCK","7",2013,"All Students",255,"313","46","18","96","37.6","87","34.1","26","10.2","113","44.3"
"10612","25Q025","I.S. 025 ADRIEN BLOCK","7",2014,"All Students",252,"315","36","14.3","93","36.9","84","33.3","39","15.5","123","48.8"
"10613","25Q025","I.S. 025 ADRIEN BLOCK","7",2015,"All Students",236,"309","46","19.5","84","35.6","83","35.2","23","9.7","106","44.9"
"10614","25Q025","I.S. 025 ADRIEN BLOCK","8",2013,"All Students",281,"310","45","16","116","41.3","76","27","44","15.7","120","42.7"
"10615","25Q025","I.S. 025 ADRIEN BLOCK","8",2014,"All Students",259,"318","23","8.9","89","34.4","99","38.2","48","18.5","147","56.8"
"10616","25Q025","I.S. 025 ADRIEN BLOCK","8",2015,"All Students",268,"318","25","9.3","89","33.2","102","38.1","52","19.4","154","57.5"
"10617","25Q025","I.S. 025 ADRIEN BLOCK","All Grades",2013,"All Students",784,"312","118","15.1","328","41.8","212","27","126","16.1","338","43.1"
"10618","25Q025","I.S. 025 ADRIEN BLOCK","All Grades",2014,"All Students",721,"316","83","11.5","268","37.2","237","32.9","133","18.4","370","51.3"
"10619","25Q025","I.S. 025 ADRIEN BLOCK","All Grades",2015,"All Students",754,"314","109","14.5","263","34.9","246","32.6","136","18","382","50.7"
"10620","25Q029","P.S. 029 QUEENS","3",2013,"All Students",116,"301","41","35.3","45","38.8","28","24.1","2","1.7","30","25.9"
"10621","25Q029","P.S. 029 QUEENS","3",2014,"All Students",112,"296","41","36.6","37","33","33","29.5","1","0.9","34","30.4"
"10622","25Q029","P.S. 029 QUEENS","3",2015,"All Students",114,"297","42","36.8","32","28.1","33","28.9","7","6.1","40","35.1"
"10623","25Q029","P.S. 029 QUEENS","4",2013,"All Students",88,"305","19","21.6","41","46.6","19","21.6","9","10.2","28","31.8"
"10624","25Q029","P.S. 029 QUEENS","4",2014,"All Students",126,"297","45","35.7","44","34.9","27","21.4","10","7.9","37","29.4"
"10625","25Q029","P.S. 029 QUEENS","4",2015,"All Students",117,"302","32","27.4","48","41","22","18.8","15","12.8","37","31.6"
"10626","25Q029","P.S. 029 QUEENS","5",2013,"All Students",90,"298","34","37.8","30","33.3","16","17.8","10","11.1","26","28.9"
"10627","25Q029","P.S. 029 QUEENS","5",2014,"All Students",91,"296","36","39.6","36","39.6","13","14.3","6","6.6","19","20.9"
"10628","25Q029","P.S. 029 QUEENS","5",2015,"All Students",124,"297","42","33.9","50","40.3","23","18.5","9","7.3","32","25.8"
"10629","25Q029","P.S. 029 QUEENS","All Grades",2013,"All Students",294,"301","94","32","116","39.5","63","21.4","21","7.1","84","28.6"
"10630","25Q029","P.S. 029 QUEENS","All Grades",2014,"All Students",329,"297","122","37.1","117","35.6","73","22.2","17","5.2","90","27.4"
"10631","25Q029","P.S. 029 QUEENS","All Grades",2015,"All Students",355,"298","116","32.7","130","36.6","78","22","31","8.7","109","30.7"
"10632","25Q032","P.S. 032 STATE STREET","3",2013,"All Students",136,"321","17","12.5","42","30.9","59","43.4","18","13.2","77","56.6"
"10633","25Q032","P.S. 032 STATE STREET","3",2014,"All Students",171,"324","22","12.9","46","26.9","73","42.7","30","17.5","103","60.2"
"10634","25Q032","P.S. 032 STATE STREET","3",2015,"All Students",140,"316","29","20.7","33","23.6","67","47.9","11","7.9","78","55.7"
"10635","25Q032","P.S. 032 STATE STREET","4",2013,"All Students",140,"327","11","7.9","34","24.3","57","40.7","38","27.1","95","67.9"
"10636","25Q032","P.S. 032 STATE STREET","4",2014,"All Students",152,"317","17","11.2","48","31.6","55","36.2","32","21.1","87","57.2"
"10637","25Q032","P.S. 032 STATE STREET","4",2015,"All Students",167,"326","16","9.6","46","27.5","40","24","65","38.9","105","62.9"
"10638","25Q032","P.S. 032 STATE STREET","5",2013,"All Students",126,"329","11","8.7","35","27.8","44","34.9","36","28.6","80","63.5"
"10639","25Q032","P.S. 032 STATE STREET","5",2014,"All Students",132,"328","11","8.3","32","24.2","51","38.6","38","28.8","89","67.4"
"10640","25Q032","P.S. 032 STATE STREET","5",2015,"All Students",145,"317","20","13.8","53","36.6","37","25.5","35","24.1","72","49.7"
"10641","25Q032","P.S. 032 STATE STREET","All Grades",2013,"All Students",402,"325","39","9.7","111","27.6","160","39.8","92","22.9","252","62.7"
"10642","25Q032","P.S. 032 STATE STREET","All Grades",2014,"All Students",455,"323","50","11","126","27.7","179","39.3","100","22","279","61.3"
"10643","25Q032","P.S. 032 STATE STREET","All Grades",2015,"All Students",452,"320","65","14.4","132","29.2","144","31.9","111","24.6","255","56.4"
"10644","25Q079","P.S. 079 FRANCIS LEWIS","3",2013,"All Students",149,"308","42","28.2","51","34.2","51","34.2","5","3.4","56","37.6"
"10645","25Q079","P.S. 079 FRANCIS LEWIS","3",2014,"All Students",133,"319","21","15.8","40","30.1","59","44.4","13","9.8","72","54.1"
"10646","25Q079","P.S. 079 FRANCIS LEWIS","3",2015,"All Students",161,"320","27","16.8","49","30.4","57","35.4","28","17.4","85","52.8"
"10647","25Q079","P.S. 079 FRANCIS LEWIS","4",2013,"All Students",132,"302","39","29.5","50","37.9","36","27.3","7","5.3","43","32.6"
"10648","25Q079","P.S. 079 FRANCIS LEWIS","4",2014,"All Students",149,"317","27","18.1","38","25.5","52","34.9","32","21.5","84","56.4"
"10649","25Q079","P.S. 079 FRANCIS LEWIS","4",2015,"All Students",147,"314","25","17","54","36.7","34","23.1","34","23.1","68","46.3"
"10650","25Q079","P.S. 079 FRANCIS LEWIS","5",2013,"All Students",111,"323","10","9","37","33.3","41","36.9","23","20.7","64","57.7"
"10651","25Q079","P.S. 079 FRANCIS LEWIS","5",2014,"All Students",132,"310","22","16.7","56","42.4","38","28.8","16","12.1","54","40.9"
"10652","25Q079","P.S. 079 FRANCIS LEWIS","5",2015,"All Students",145,"322","15","10.3","47","32.4","47","32.4","36","24.8","83","57.2"
"10653","25Q079","P.S. 079 FRANCIS LEWIS","All Grades",2013,"All Students",392,"310","91","23.2","138","35.2","128","32.7","35","8.9","163","41.6"
"10654","25Q079","P.S. 079 FRANCIS LEWIS","All Grades",2014,"All Students",414,"315","70","16.9","134","32.4","149","36","61","14.7","210","50.7"
"10655","25Q079","P.S. 079 FRANCIS LEWIS","All Grades",2015,"All Students",453,"319","67","14.8","150","33.1","138","30.5","98","21.6","236","52.1"
"10656","25Q107","P.S. 107 THOMAS A DOOLEY","3",2013,"All Students",139,"300","52","37.4","43","30.9","40","28.8","4","2.9","44","31.7"
"10657","25Q107","P.S. 107 THOMAS A DOOLEY","3",2014,"All Students",139,"303","43","30.9","43","30.9","49","35.3","4","2.9","53","38.1"
"10658","25Q107","P.S. 107 THOMAS A DOOLEY","3",2015,"All Students",131,"299","34","26","57","43.5","36","27.5","4","3.1","40","30.5"
"10659","25Q107","P.S. 107 THOMAS A DOOLEY","4",2013,"All Students",152,"314","19","12.5","62","40.8","43","28.3","28","18.4","71","46.7"
"10660","25Q107","P.S. 107 THOMAS A DOOLEY","4",2014,"All Students",135,"312","31","23","41","30.4","36","26.7","27","20","63","46.7"
"10661","25Q107","P.S. 107 THOMAS A DOOLEY","4",2015,"All Students",144,"309","34","23.6","51","35.4","33","22.9","26","18.1","59","41"
"10662","25Q107","P.S. 107 THOMAS A DOOLEY","5",2013,"All Students",148,"315","35","23.6","34","23","51","34.5","28","18.9","79","53.4"
"10663","25Q107","P.S. 107 THOMAS A DOOLEY","5",2014,"All Students",149,"311","26","17.4","64","43","31","20.8","28","18.8","59","39.6"
"10664","25Q107","P.S. 107 THOMAS A DOOLEY","5",2015,"All Students",133,"309","26","19.5","47","35.3","44","33.1","16","12","60","45.1"
"10665","25Q107","P.S. 107 THOMAS A DOOLEY","All Grades",2013,"All Students",439,"310","106","24.1","139","31.7","134","30.5","60","13.7","194","44.2"
"10666","25Q107","P.S. 107 THOMAS A DOOLEY","All Grades",2014,"All Students",423,"309","100","23.6","148","35","116","27.4","59","13.9","175","41.4"
"10667","25Q107","P.S. 107 THOMAS A DOOLEY","All Grades",2015,"All Students",408,"306","94","23","155","38","113","27.7","46","11.3","159","39"
"10668","25Q120","P.S. 120 QUEENS","3",2013,"All Students",143,"304","41","28.7","50","35","45","31.5","7","4.9","52","36.4"
"10669","25Q120","P.S. 120 QUEENS","3",2014,"All Students",126,"294","48","38.1","45","35.7","31","24.6","2","1.6","33","26.2"
"10670","25Q120","P.S. 120 QUEENS","3",2015,"All Students",140,"300","46","32.9","50","35.7","36","25.7","8","5.7","44","31.4"
"10671","25Q120","P.S. 120 QUEENS","4",2013,"All Students",121,"307","27","22.3","48","39.7","33","27.3","13","10.7","46","38"
"10672","25Q120","P.S. 120 QUEENS","4",2014,"All Students",162,"305","39","24.1","53","32.7","49","30.2","21","13","70","43.2"
"10673","25Q120","P.S. 120 QUEENS","4",2015,"All Students",147,"303","36","24.5","51","34.7","45","30.6","15","10.2","60","40.8"
"10674","25Q120","P.S. 120 QUEENS","5",2013,"All Students",144,"309","32","22.2","55","38.2","35","24.3","22","15.3","57","39.6"
"10675","25Q120","P.S. 120 QUEENS","5",2014,"All Students",123,"307","31","25.2","42","34.1","32","26","18","14.6","50","40.7"
"10676","25Q120","P.S. 120 QUEENS","5",2015,"All Students",166,"310","37","22.3","50","30.1","55","33.1","24","14.5","79","47.6"
"10677","25Q120","P.S. 120 QUEENS","All Grades",2013,"All Students",408,"307","100","24.5","153","37.5","113","27.7","42","10.3","155","38"
"10678","25Q120","P.S. 120 QUEENS","All Grades",2014,"All Students",411,"302","118","28.7","140","34.1","112","27.3","41","10","153","37.2"
"10679","25Q120","P.S. 120 QUEENS","All Grades",2015,"All Students",453,"305","119","26.3","151","33.3","136","30","47","10.4","183","40.4"
"10680","25Q129","P.S. 129 PATRICIA LARKIN","3",2013,"All Students",137,"315","21","15.3","57","41.6","52","38","7","5.1","59","43.1"
"10681","25Q129","P.S. 129 PATRICIA LARKIN","3",2014,"All Students",146,"310","24","16.4","57","39","60","41.1","5","3.4","65","44.5"
"10682","25Q129","P.S. 129 PATRICIA LARKIN","3",2015,"All Students",147,"321","18","12.2","48","32.7","65","44.2","16","10.9","81","55.1"
"10683","25Q129","P.S. 129 PATRICIA LARKIN","4",2013,"All Students",177,"309","32","18.1","70","39.5","57","32.2","18","10.2","75","42.4"
"10684","25Q129","P.S. 129 PATRICIA LARKIN","4",2014,"All Students",144,"312","25","17.4","48","33.3","52","36.1","19","13.2","71","49.3"
"10685","25Q129","P.S. 129 PATRICIA LARKIN","4",2015,"All Students",157,"311","28","17.8","57","36.3","47","29.9","25","15.9","72","45.9"
"10686","25Q129","P.S. 129 PATRICIA LARKIN","5",2013,"All Students",135,"307","28","20.7","62","45.9","42","31.1","3","2.2","45","33.3"
"10687","25Q129","P.S. 129 PATRICIA LARKIN","5",2014,"All Students",177,"307","44","24.9","68","38.4","42","23.7","23","13","65","36.7"
"10688","25Q129","P.S. 129 PATRICIA LARKIN","5",2015,"All Students",141,"316","20","14.2","54","38.3","39","27.7","28","19.9","67","47.5"
"10689","25Q129","P.S. 129 PATRICIA LARKIN","All Grades",2013,"All Students",449,"310","81","18","189","42.1","151","33.6","28","6.2","179","39.9"
"10690","25Q129","P.S. 129 PATRICIA LARKIN","All Grades",2014,"All Students",467,"310","93","19.9","173","37","154","33","47","10.1","201","43"
"10691","25Q129","P.S. 129 PATRICIA LARKIN","All Grades",2015,"All Students",445,"316","66","14.8","159","35.7","151","33.9","69","15.5","220","49.4"
"10692","25Q130","P.S. 130","3",2013,"All Students",71,"322","7","9.9","26","36.6","31","43.7","7","9.9","38","53.5"
"10693","25Q130","P.S. 130","3",2014,"All Students",52,"311","13","25","13","25","25","48.1","1","1.9","26","50"
"10694","25Q130","P.S. 130","3",2015,"All Students",57,"305","15","26.3","22","38.6","17","29.8","3","5.3","20","35.1"
"10695","25Q130","P.S. 130","All Grades",2013,"All Students",71,"322","7","9.9","26","36.6","31","43.7","7","9.9","38","53.5"
"10696","25Q130","P.S. 130","All Grades",2014,"All Students",52,"311","13","25","13","25","25","48.1","1","1.9","26","50"
"10697","25Q130","P.S. 130","All Grades",2015,"All Students",57,"305","15","26.3","22","38.6","17","29.8","3","5.3","20","35.1"
"10698","25Q154","P.S. 154 QUEENS","3",2013,"All Students",112,"305","32","28.6","35","31.3","43","38.4","2","1.8","45","40.2"
"10699","25Q154","P.S. 154 QUEENS","3",2014,"All Students",115,"300","43","37.4","33","28.7","33","28.7","6","5.2","39","33.9"
"10700","25Q154","P.S. 154 QUEENS","3",2015,"All Students",109,"302","36","33","39","35.8","28","25.7","6","5.5","34","31.2"
"10701","25Q154","P.S. 154 QUEENS","4",2013,"All Students",102,"304","28","27.5","38","37.3","27","26.5","9","8.8","36","35.3"
"10702","25Q154","P.S. 154 QUEENS","4",2014,"All Students",108,"305","27","25","39","36.1","33","30.6","9","8.3","42","38.9"
"10703","25Q154","P.S. 154 QUEENS","4",2015,"All Students",122,"304","32","26.2","49","40.2","21","17.2","20","16.4","41","33.6"
"10704","25Q154","P.S. 154 QUEENS","5",2013,"All Students",86,"313","14","16.3","30","34.9","30","34.9","12","14","42","48.8"
"10705","25Q154","P.S. 154 QUEENS","5",2014,"All Students",100,"303","25","25","48","48","21","21","6","6","27","27"
"10706","25Q154","P.S. 154 QUEENS","5",2015,"All Students",111,"306","24","21.6","47","42.3","27","24.3","13","11.7","40","36"
"10707","25Q154","P.S. 154 QUEENS","All Grades",2013,"All Students",300,"307","74","24.7","103","34.3","100","33.3","23","7.7","123","41"
"10708","25Q154","P.S. 154 QUEENS","All Grades",2014,"All Students",323,"303","95","29.4","120","37.2","87","26.9","21","6.5","108","33.4"
"10709","25Q154","P.S. 154 QUEENS","All Grades",2015,"All Students",342,"304","92","26.9","135","39.5","76","22.2","39","11.4","115","33.6"
"10710","25Q163","P.S. 163 FLUSHING HEIGHTS","3",2013,"All Students",98,"308","26","26.5","29","29.6","40","40.8","3","3.1","43","43.9"
"10711","25Q163","P.S. 163 FLUSHING HEIGHTS","3",2014,"All Students",82,"309","19","23.2","28","34.1","31","37.8","4","4.9","35","42.7"
"10712","25Q163","P.S. 163 FLUSHING HEIGHTS","3",2015,"All Students",89,"310","18","20.2","31","34.8","34","38.2","6","6.7","40","44.9"
"10713","25Q163","P.S. 163 FLUSHING HEIGHTS","4",2013,"All Students",81,"310","12","14.8","37","45.7","21","25.9","11","13.6","32","39.5"
"10714","25Q163","P.S. 163 FLUSHING HEIGHTS","4",2014,"All Students",99,"316","18","18.2","24","24.2","33","33.3","24","24.2","57","57.6"
"10715","25Q163","P.S. 163 FLUSHING HEIGHTS","4",2015,"All Students",89,"311","17","19.1","36","40.4","24","27","12","13.5","36","40.4"
"10716","25Q163","P.S. 163 FLUSHING HEIGHTS","5",2013,"All Students",89,"320","12","13.5","27","30.3","32","36","18","20.2","50","56.2"
"10717","25Q163","P.S. 163 FLUSHING HEIGHTS","5",2014,"All Students",81,"311","15","18.5","31","38.3","25","30.9","10","12.3","35","43.2"
"10718","25Q163","P.S. 163 FLUSHING HEIGHTS","5",2015,"All Students",90,"317","14","15.6","29","32.2","26","28.9","21","23.3","47","52.2"
"10719","25Q163","P.S. 163 FLUSHING HEIGHTS","All Grades",2013,"All Students",268,"313","50","18.7","93","34.7","93","34.7","32","11.9","125","46.6"
"10720","25Q163","P.S. 163 FLUSHING HEIGHTS","All Grades",2014,"All Students",262,"312","52","19.8","83","31.7","89","34","38","14.5","127","48.5"
"10721","25Q163","P.S. 163 FLUSHING HEIGHTS","All Grades",2015,"All Students",268,"313","49","18.3","96","35.8","84","31.3","39","14.6","123","45.9"
"10722","25Q164","P.S. 164 QUEENS VALLEY","3",2013,"All Students",40,"324","4","10","13","32.5","19","47.5","4","10","23","57.5"
"10723","25Q164","P.S. 164 QUEENS VALLEY","3",2014,"All Students",54,"318","7","13","17","31.5","24","44.4","6","11.1","30","55.6"
"10724","25Q164","P.S. 164 QUEENS VALLEY","3",2015,"All Students",57,"315","10","17.5","23","40.4","18","31.6","6","10.5","24","42.1"
"10725","25Q164","P.S. 164 QUEENS VALLEY","4",2013,"All Students",51,"327","3","5.9","16","31.4","15","29.4","17","33.3","32","62.7"
"10726","25Q164","P.S. 164 QUEENS VALLEY","4",2014,"All Students",45,"323","2","4.4","14","31.1","19","42.2","10","22.2","29","64.4"
"10727","25Q164","P.S. 164 QUEENS VALLEY","4",2015,"All Students",57,"322","6","10.5","19","33.3","16","28.1","16","28.1","32","56.1"
"10728","25Q164","P.S. 164 QUEENS VALLEY","5",2013,"All Students",55,"316","10","18.2","20","36.4","14","25.5","11","20","25","45.5"
"10729","25Q164","P.S. 164 QUEENS VALLEY","5",2014,"All Students",56,"314","10","17.9","20","35.7","17","30.4","9","16.1","26","46.4"
"10730","25Q164","P.S. 164 QUEENS VALLEY","5",2015,"All Students",46,"327","2","4.3","17","37","13","28.3","14","30.4","27","58.7"
"10731","25Q164","P.S. 164 QUEENS VALLEY","6",2013,"All Students",85,"309","12","14.1","40","47.1","24","28.2","9","10.6","33","38.8"
"10732","25Q164","P.S. 164 QUEENS VALLEY","6",2014,"All Students",73,"313","7","9.6","31","42.5","20","27.4","15","20.5","35","47.9"
"10733","25Q164","P.S. 164 QUEENS VALLEY","6",2015,"All Students",86,"317","9","10.5","33","38.4","24","27.9","20","23.3","44","51.2"
"10734","25Q164","P.S. 164 QUEENS VALLEY","7",2013,"All Students",91,"308","20","22","34","37.4","27","29.7","10","11","37","40.7"
"10735","25Q164","P.S. 164 QUEENS VALLEY","7",2014,"All Students",76,"311","13","17.1","32","42.1","21","27.6","10","13.2","31","40.8"
"10736","25Q164","P.S. 164 QUEENS VALLEY","7",2015,"All Students",66,"311","11","16.7","25","37.9","25","37.9","5","7.6","30","45.5"
"10737","25Q164","P.S. 164 QUEENS VALLEY","8",2013,"All Students",77,"313","9","11.7","31","40.3","29","37.7","8","10.4","37","48.1"
"10738","25Q164","P.S. 164 QUEENS VALLEY","8",2014,"All Students",84,"309","14","16.7","35","41.7","23","27.4","12","14.3","35","41.7"
"10739","25Q164","P.S. 164 QUEENS VALLEY","8",2015,"All Students",71,"309","8","11.3","39","54.9","16","22.5","8","11.3","24","33.8"
"10740","25Q164","P.S. 164 QUEENS VALLEY","All Grades",2013,"All Students",399,"314","58","14.5","154","38.6","128","32.1","59","14.8","187","46.9"
"10741","25Q164","P.S. 164 QUEENS VALLEY","All Grades",2014,"All Students",388,"314","53","13.7","149","38.4","124","32","62","16","186","47.9"
"10742","25Q164","P.S. 164 QUEENS VALLEY","All Grades",2015,"All Students",383,"316","46","12","156","40.7","112","29.2","69","18","181","47.3"
"10743","25Q165","P.S. 165 EDITH K. BERGTRAUM","3",2013,"All Students",93,"318","24","25.8","17","18.3","34","36.6","18","19.4","52","55.9"
"10744","25Q165","P.S. 165 EDITH K. BERGTRAUM","3",2014,"All Students",104,"302","34","32.7","28","26.9","33","31.7","9","8.7","42","40.4"
"10745","25Q165","P.S. 165 EDITH K. BERGTRAUM","3",2015,"All Students",100,"299","34","34","29","29","31","31","6","6","37","37"
"10746","25Q165","P.S. 165 EDITH K. BERGTRAUM","4",2013,"All Students",98,"311","26","26.5","29","29.6","29","29.6","14","14.3","43","43.9"
"10747","25Q165","P.S. 165 EDITH K. BERGTRAUM","4",2014,"All Students",90,"321","15","16.7","19","21.1","30","33.3","26","28.9","56","62.2"
"10748","25Q165","P.S. 165 EDITH K. BERGTRAUM","4",2015,"All Students",95,"309","22","23.2","28","29.5","27","28.4","18","18.9","45","47.4"
"10749","25Q165","P.S. 165 EDITH K. BERGTRAUM","5",2013,"All Students",92,"317","21","22.8","27","29.3","21","22.8","23","25","44","47.8"
"10750","25Q165","P.S. 165 EDITH K. BERGTRAUM","5",2014,"All Students",98,"309","27","27.6","31","31.6","18","18.4","22","22.4","40","40.8"
"10751","25Q165","P.S. 165 EDITH K. BERGTRAUM","5",2015,"All Students",81,"315","20","24.7","19","23.5","17","21","25","30.9","42","51.9"
"10752","25Q165","P.S. 165 EDITH K. BERGTRAUM","All Grades",2013,"All Students",283,"315","71","25.1","73","25.8","84","29.7","55","19.4","139","49.1"
"10753","25Q165","P.S. 165 EDITH K. BERGTRAUM","All Grades",2014,"All Students",292,"310","76","26","78","26.7","81","27.7","57","19.5","138","47.3"
"10754","25Q165","P.S. 165 EDITH K. BERGTRAUM","All Grades",2015,"All Students",276,"307","76","27.5","76","27.5","75","27.2","49","17.8","124","44.9"
"10755","25Q169","P.S. 169 BAY TERRACE","3",2013,"All Students",50,"318","7","14","18","36","21","42","4","8","25","50"
"10756","25Q169","P.S. 169 BAY TERRACE","3",2014,"All Students",54,"308","13","24.1","20","37","20","37","1","1.9","21","38.9"
"10757","25Q169","P.S. 169 BAY TERRACE","3",2015,"All Students",56,"313","11","19.6","18","32.1","23","41.1","4","7.1","27","48.2"
"10758","25Q169","P.S. 169 BAY TERRACE","4",2013,"All Students",51,"324","4","7.8","15","29.4","19","37.3","13","25.5","32","62.7"
"10759","25Q169","P.S. 169 BAY TERRACE","4",2014,"All Students",54,"318","8","14.8","20","37","19","35.2","7","13","26","48.1"
"10760","25Q169","P.S. 169 BAY TERRACE","4",2015,"All Students",53,"313","9","17","18","34","17","32.1","9","17","26","49.1"
"10761","25Q169","P.S. 169 BAY TERRACE","5",2013,"All Students",58,"310","12","20.7","23","39.7","19","32.8","4","6.9","23","39.7"
"10762","25Q169","P.S. 169 BAY TERRACE","5",2014,"All Students",56,"318","8","14.3","24","42.9","13","23.2","11","19.6","24","42.9"
"10763","25Q169","P.S. 169 BAY TERRACE","5",2015,"All Students",52,"318","7","13.5","18","34.6","17","32.7","10","19.2","27","51.9"
"10764","25Q169","P.S. 169 BAY TERRACE","All Grades",2013,"All Students",159,"317","23","14.5","56","35.2","59","37.1","21","13.2","80","50.3"
"10765","25Q169","P.S. 169 BAY TERRACE","All Grades",2014,"All Students",164,"314","29","17.7","64","39","52","31.7","19","11.6","71","43.3"
