"","DBN","School","NumTest","NumTest5th","MeanScore","MeanScore5th","L1Num","L1Num5th","L2Num","L2Num5th","L3Num","L3Num5th","L4Num","L4Num5th","L34Num","L34Num5th","L34Pct","L34Pct5th","Improv","Improv5th"
"1072","31R022","P.S. 022 GRANITEVILLE",516,184,301,304,173,69,165,55,126,45,52,15,178,60,34.5,32.6,-39,-35.2
"1073","31R023","P.S. 023 RICHMONDTOWN",218,73,328,340,14,2,59,12,74,31,71,28,145,59,66.5,80.8,-19.3,1.5
"1074","31R024","I.S. 024 MYRA S. BARNES",1095,NA,309,NA,258,NA,423,NA,232,NA,182,NA,414,NA,37.8,NA,-29.5,NA
"1075","31R026","P.S. 026 THE CARTERET SCHOOL",84,35,311,322,21,7,25,8,23,10,15,10,38,20,45.2,57.1,-14.4,4
"1076","31R027","I.S. 027 ANNING S. PRALL",1101,NA,296,NA,449,NA,364,NA,168,NA,120,NA,288,NA,26.2,NA,-9.8,NA
"1077","31R028","THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND",54,NA,290,NA,19,NA,24,NA,7,NA,4,NA,11,NA,20.4,NA,NA,NA
"1078","31R029","P.S. 029 BARDWELL",387,120,318,325,65,14,117,32,106,41,99,33,205,74,53,61.7,-36.8,-20.9
"1079","31R030","P.S. 030 WESTERLEIGH",372,135,320,322,51,20,100,32,126,50,95,33,221,83,59.4,61.5,-33.3,-29.6
"1080","31R031","P.S. 031 WILLIAM T. DAVIS",199,68,278,277,120,46,54,19,21,3,4,0,25,3,12.6,4.4,-49.2,-39.5
"1081","31R032","P.S. 032 THE GIFFORD SCHOOL",345,129,312,323,76,17,99,37,87,42,83,33,170,75,49.3,58.1,-38.5,-22.8
"1082","31R034","I.S. 034 TOTTENVILLE",1002,NA,315,NA,156,NA,408,NA,268,NA,170,NA,438,NA,43.7,NA,-23.8,NA
"1083","31R035","P.S. 35 THE CLOVE VALLEY SCHOOL",167,56,328,337,17,3,41,10,55,22,54,21,109,43,65.3,76.8,-32.4,-16.1
"1084","31R036","P.S. 036 J. C. DRUMGOOLE",426,127,321,330,46,6,136,42,127,42,117,37,244,79,57.3,62.2,-30.4,-21.4
"1085","31R038","P.S. 038 GEORGE CROMWELL",177,63,311,299,29,18,66,27,51,14,31,4,82,18,46.3,28.6,-26.5,-35.5
"1086","31R039","P.S. 39 FRANCIS J. MURPHY JR.",253,80,301,315,86,20,75,20,61,26,31,14,92,40,36.4,50,-51.8,-31.4
"1087","31R041","THE STEPHANIE A. VIERNO SCHOOL",322,125,310,312,68,25,106,46,92,37,56,17,148,54,46,43.2,-40.3,-42.9
"1088","31R042","P.S. 042 ELTINGVILLE",412,137,316,321,60,22,140,42,129,40,83,33,212,73,51.5,53.3,-32,-22.3
"1089","31R044","P.S. 044 THOMAS C. BROWN",396,115,277,294,237,53,101,33,46,24,12,5,58,29,14.6,25.2,-31.2,-16.5
"1090","31R045","P.S. 045 JOHN TYLER",409,136,297,301,137,46,150,46,84,30,38,14,122,44,29.8,32.4,-50.9,-37.1
"1091","31R046","P.S. 046 ALBERT V. MANISCALCO",149,56,293,297,63,25,48,14,27,14,11,3,38,17,25.5,30.4,-54.9,-37.5
"1092","31R048","P.S. 048 WILLIAM G. WILCOX",539,130,325,323,52,17,149,37,177,49,161,27,338,76,62.7,58.5,-30.7,-36.8
"1093","31R049","I.S. 49 BERTA A. DREYFUS",731,NA,278,NA,444,NA,209,NA,59,NA,19,NA,78,NA,10.7,NA,-19.8,NA
"1094","31R050","P.S. 050 FRANK HANKINSON",423,136,338,344,33,6,72,25,101,34,217,71,318,105,75.2,77.2,0.6,5
"1095","31R051","I.S. 051 EDWIN MARKHAM",1116,NA,284,NA,565,NA,376,NA,133,NA,42,NA,175,NA,15.7,NA,-26.3,NA
"1096","31R052","P.S. 052 JOHN C. THOMPSON",247,84,314,314,38,11,93,36,70,27,46,10,116,37,47,44,-35,-29.6
"1097","31R053","P.S. 053 THE BARBARA ESSELBORN SCHOOL",281,84,321,334,29,3,79,17,105,37,68,27,173,64,61.6,76.2,-31.5,-11
"1098","31R054","P.S. 054 CHARLES W. LENG",364,128,322,324,46,12,99,42,115,47,104,27,219,74,60.2,57.8,-29.7,-29.1
"1099","31R055","P.S. 055 HENRY M. BOEHM",312,116,315,322,44,14,109,38,99,37,60,27,159,64,51,55.2,-40.2,-34.3
"1100","31R056","P.S. 56 THE LOUIS DESARIO SCHOOL",310,101,325,325,21,7,93,31,110,44,86,19,196,63,63.2,62.4,-30.6,-29.5
"1101","31R057","P.S. 057 HUBERT H. HUMPHREY",300,85,280,276,156,55,97,19,38,8,9,3,47,11,15.7,12.9,-45.7,-43.7
"1102","31R058","SPACE SHUTTLE COLUMBIA SCHOOL",396,125,306,315,87,22,156,43,109,46,44,14,153,60,38.6,48,-49.6,-38.1
"1103","31R060","P.S. 060 ALICE AUSTEN",417,128,304,305,114,36,136,43,113,39,54,10,167,49,40,38.3,-32.9,-29
"1104","31R061","I.S. 061 WILLIAM A MORRIS",1108,NA,287,NA,530,NA,390,NA,149,NA,39,NA,188,NA,17,NA,-24.8,NA
"1105","31R063","MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING",389,NA,316,NA,57,NA,158,NA,110,NA,64,NA,174,NA,44.7,NA,NA,NA
"1106","31R065","P.S. 65 THE ACADEMY OF INNOVATIVE LEARNING",177,57,313,303,28,15,67,27,48,13,34,2,82,15,46.3,26.3,NA,NA
"1107","31R069","P.S. 069 DANIEL D. TOMPKINS",457,155,314,321,93,31,134,40,123,39,107,45,230,84,50.3,54.2,-36.5,-31.7
"1108","31R072","I.S. 072 ROCCO LAURIE",1239,NA,308,NA,303,NA,470,NA,288,NA,178,NA,466,NA,37.6,NA,-17.1,NA
"1109","31R074","P.S. 74 FUTURE LEADERS ELEMENTARY SCHOOL",115,23,286,290,62,12,32,9,13,1,8,1,21,2,18.3,8.7,NA,NA
"1110","31R075","I.S. 075 FRANK D. PAULO",1222,NA,321,NA,148,NA,443,NA,333,NA,298,NA,631,NA,51.6,NA,-16.6,NA
"1111","31R078","PS 78",219,NA,274,NA,127,NA,66,NA,20,NA,6,NA,26,NA,11.9,NA,NA,NA
"1112","31R080","THE MICHAEL J. PETRIDES SCHOOL",566,98,314,316,98,19,197,30,179,34,92,15,271,49,47.9,50,-22.8,-16.3
"1113","31R861","STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP",523,70,314,310,88,17,185,24,154,18,96,11,250,29,47.8,41.4,NA,NA
"1114","32K045","P.S./I.S. 045 HORACE E. GREENE",436,76,296,299,144,28,181,23,79,18,32,7,111,25,25.5,32.9,-27.2,-7.4
"1115","32K075","P.S. 075 MAYDA CORTIELLA",222,68,285,298,111,31,68,15,35,16,8,6,43,22,19.4,32.4,-36.4,-19.6
"1116","32K086","P.S. 086 THE IRVINGTON",205,71,292,304,81,25,84,27,28,11,12,8,40,19,19.5,26.8,-39.5,-22.6
"1117","32K106","P.S. 106 EDWARD EVERETT HALE",237,85,291,297,101,36,92,38,34,9,10,2,44,11,18.6,12.9,-42.4,-28.8
"1118","32K116","P.S. 116 ELIZABETH L FARRELL",229,74,302,308,75,25,65,18,57,21,32,10,89,31,38.9,41.9,-31.6,-26.9
"1119","32K123","P.S. 123 SUYDAM",386,128,290,289,169,69,138,41,60,17,19,1,79,18,20.5,14.1,-50.6,-43.9
"1120","32K145","P.S. 145 ANDREW JACKSON",329,111,284,298,172,47,99,34,38,22,20,8,58,30,17.6,27,-45.1,-30.1
"1121","32K151","P.S. 151 LYNDON B. JOHNSON",157,50,276,279,99,34,42,12,15,4,1,0,16,4,10.2,8,-57.4,-58.2
"1122","32K162","J.H.S. 162 THE WILLOUGHBY",452,NA,284,NA,215,NA,190,NA,42,NA,5,NA,47,NA,10.4,NA,-23.7,NA
"1123","32K274","P.S. 274 KOSCIUSKO",232,67,290,304,99,21,73,20,47,21,13,5,60,26,25.9,38.8,-35.9,-7.3
"1124","32K291","J.H.S. 291 ROLAND HAYES",386,NA,276,NA,239,NA,114,NA,28,NA,5,NA,33,NA,8.5,NA,-7,NA
"1125","32K299","P.S. 299 THOMAS WARREN FIELD",125,48,299,289,47,27,40,13,24,7,14,1,38,8,30.4,16.7,-11.4,0.4
"1126","32K347","I.S. 347 SCHOOL OF HUMANITIES",304,NA,289,NA,118,NA,149,NA,35,NA,2,NA,37,NA,12.2,NA,-13.8,NA
"1127","32K349","I.S. 349 MATH  SCIENCE & TECH.",345,NA,289,NA,157,NA,154,NA,29,NA,5,NA,34,NA,9.9,NA,-12.5,NA
"1128","32K376","P.S. 376",300,92,306,301,79,36,101,26,77,24,43,6,120,30,40,32.6,-23.5,-20.4
"1129","32K377","P.S. 377 ALEJANDRINA B. DE GAUTIER",293,52,284,280,148,37,106,11,28,1,11,3,39,4,13.3,7.7,-47.8,-51.4
"1130","32K383","J.H.S. 383 PHILIPPA SCHUYLER",782,48,306,315,176,10,341,16,190,17,75,5,265,22,33.9,45.8,-43.4,-46.6
"1131","32K384","P.S. /I.S. 384 FRANCES E. CARTER",391,53,289,294,159,20,156,22,64,8,12,3,76,11,19.4,20.8,-27.4,-14
"1132","32K554","ALL CITY LEADERSHIP SECONDARY SCHOOL",119,NA,337,NA,4,NA,18,NA,53,NA,44,NA,97,NA,81.5,NA,32.2,NA
"1133","32K562","EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION",324,NA,268,NA,249,NA,70,NA,4,NA,1,NA,5,NA,1.5,NA,NA,NA
"1134","03M044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1135","04M045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1136","05M195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137","05M317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1138","06M321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1139","09X002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1140","09X090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141","09X166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1142","09X250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1143","09X517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1144","10X079",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1145","10X399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1146","11X270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1147","12X102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1148","12X198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1149","12X245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1150","13K103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1151","13K336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1152","13K571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1153","15K027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1154","15K462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1155","15K463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1156","16K393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1157","17K022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1158","17K587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1159","19K072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1160","19K260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1161","22K555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1162","23K332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1163","23K493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164","27Q225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1165","28Q030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1166","29Q231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1167","32K296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1168","75K004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1169","75K036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1170","75K053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1171","75K140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1172","75K141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1173","75K231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174","75K368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1175","75K369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1176","75K370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177","75K372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1178","75K396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179","75K771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1180","75K811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1181","75M035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1182","75M079",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1183","75M094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1184","75M138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1185","75M169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1186","75M226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1187","75M811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1188","75Q004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1189","75Q009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1190","75Q023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1191","75Q075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1192","75Q177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1193","75Q224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1194","75Q233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1195","75Q255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1196","75Q256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1197","75Q752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1198","75Q811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1199","75Q993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1200","75R025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1201","75R037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1202","75R373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1203","75R721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1204","75X010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1205","75X012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1206","75X017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1207","75X168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1208","75X176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1209","75X186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1210","75X188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1211","75X721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1212","75X723",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
